ID,Título,Conteúdo,Data
6001,['Secretário de Assuntos Fundiários de Bolsonaro visita São Gabriel'],"['O vice-ministro da Agricultura e Secretário Nacional de Assuntos Fundiários, Luiz Antônio Nabhan Garcia, realizou neste domingo e segunda-feira em São Gabriel seu primeiro roteiro oficial no Rio Grande do Sul, a convite do vice-presidente da Farsul e presidente do Sindicato Rural de São Gabriel, Tarso Teixeira. \xa0', <br/>, <br/>, 'Considerado um dos auxiliares mais próximos do presidente Jair Bolsonaro,\xa0 Nabhan se reuniu com produtores rurais na manhã desta segunda-feira, 17 de junho, no Parque de Exposições do Sindicato Rural, e em seguida foi recebido em audiência pelo prefeito Rossano Gonçalves, num encontro que teve também a presença do\xa0 presidente da Câmara Municipal, vereador Adão Santana; do presidente do Sindicato Rural Tarso Teixeira; do presidente da Associação dos Arrozeiros Paulo César Lederes; do presidente da Federação Apícola do RS, Aldo Machado dos Santos;\xa0 do presidente da Associação de Produtores de Soja do RS, Décio Teixeira; do líder ruralista e ex-prefeito de São Sepé Volnei Teixeira; dos secretários municipais Cilon Lisoski (Planejamento) e Carlos Cléber Dias Leal (Desenvolvimento Rural). ', <br/>, <br/>, 'O Chefe do Executivo apresentou ao vice-ministro um documento requerendo liberação de recursos de sua pasta, já cadastrados no Sistema Nacional de Convênios, para manutenção e recuperação de estradas nos assentamentos rurais, e uma solicitação para que os municípios tenham voz mais efetiva na designação de lotes desocupados da reforma agrária. “O prefeito Rossano é um gestor firme, decidido, uma liderança de porte nacional e será um prazer ser um elo em Brasília para que as portas do governo Bolsonaro estejam abertas para Rossano e para São Gabriel”, destacou Nabhan, que se colocou à disposição para receber, em Brasília, os 15 prefeitos do Consórcio de Desenvolvimento do Pampa Gaúcho (Codepampa) e articular um encontro com o presidente da República.', <br/>, <br/>, 'O secretário fundiário também manteve conversações com diversos assentados do Município, que relataram graves irregularidades e uma inação por parte da superintendência do Incra. “Vou articular com o ministro Sérgio Moro uma investigação célere das coisas muito graves que ouvi. Quero dizer em alto e bom som que o tempo das falsas lideranças agrárias acabou, e que no governo Bolsonaro as terras da reforma agrária serão para quem realmente quer produzir e trabalhar. Vamos limpar este setor, e me alegro muito em começar este processo no Rio Grande do Sul aqui por São Gabriel”, destacou.', <br/>, <br/>, <br/>]","['São Gabriel, 17/06/2019']"
6002,['Prefeito prestigia cerimônia da “Operação Acolhida”'],"['O prefeito Rossano Gonçalves, acompanhado do vice-ministro da Agricultura e Secretário Nacional de Assuntos Fundiários do presidente Jair Bolsonaro, Luiz Antonio Nabhan Garcia, e do presidente do Poder Legislativo, vereador Adão Santana, do presidente do Sindicato Rural e vice-presidente da Farsul, Tarso Teixeira, dentre outras lideranças políticas e do setor rural, compareceu ao 9º Regimento de Cavalaria Blindado, para a cerimônia de apresentação do Projeto Acolhida, operação do Exército Brasileiro que terá a participação de militares do regimento.\xa0 A cerimônia foi coordenada pelo tenente-coronel Rocco Figueiró Rosito, comandante do 9º RCB, com a presença do comandante da 3ª Brigada Mecanizada, general Carlos Augusto Ramires Teixeira. ', <br/>, <br/>, 'A Operação Acolhida é uma estratégia do Ministério da Defesa, articulada com o Comando do Estado-Maior do Exército Brasileiro, Polícia Federal e outros organismos oficiais, para receber com segurança os refugiados venezuelanos que chegam diariamente ao Brasil pela fronteira com o Estado de Roraima, para garantir a proteção e acolhida dos foragidos do regime de Nicolás Maduro. “A tradição do Brasil sempre foi a da hospitalidade e da fraternidade com os povos da América, e é nesse sentido que vem a grandeza da Operação Acolhida, que prepara uma infra-estrutura para receber de forma humanitária quem já vem com a carga do sofrimento por uma crise brutal em seu país. E os valentes do nosso 9.º RCB farão parte de mais esta missão"", assinalou.', <br/>, <br/>, <br/>]","['São Gabriel, 17/06/2019']"
6003,['Estudo demonstra que queda no comércio é resultado da crise nacional'],"['O desaquecimento das vendas para o comércio local neste princípio de outono é um reflexo da conjuntura adversa da economia nacional, bem como das incertezas políticas em torno da votação de reformas como a da Previdência. O diagnóstico é de um estudo feito pela equipe técnica da Secretaria Municipal de Desenvolvimento, Turismo e Cultura, entregue pela secretária Juliana Medeiros, na manhã desta quarta-feira,19 de junho, ao prefeito Rossano Gonçalves. ', <br/>, <br/>, 'O estudo consistiu em uma Análise de Campo sobre a crise econômica no segmento do Comércio e suas variáveis, com entrevistas coletadas no período de 02 de maio a 10 de junho. Foram pesquisadas 126 empresas dentro da ""Zona Azul"" do Estacionamento Rotativo e 42 empresas fora deste perímetro. A queda de vendas foi igual para empresas fora e dentro da área de estacionamento pago, ficando na média de 30%. ""Este percentual é condizente com cidades diversas do Estado, como os municípios do Consórcio do Desenvolvimento do Pampa Gaúcho, do qual sou presidente"", ressaltou o prefeito.', <br/>, <br/>, 'O estudo aponta como fator principal do desaquecimento de todos os segmentos econômicos, a conjuntura nacional, e no caso específico do Comércio, as altas temperaturas do outono atrapalham as vendas de roupas e produtos da estação. ', <br/>, <br/>, 'O Chefe do Executivo afirma que o estudo demonstra que fatores de ordem municipal tem interferência praticamente nula no fenômeno. ""Entendo que este cenário só começará a ser rompido quando da aprovação da Nova Previdência, desde que incluídos os Estados e Municípios, possibilitando a retomada do crescimento da economia, o que terá impacto direto na recuperação do Comércio"", ressaltou.', <br/>, <br/>, <br/>]","['São Gabriel, 19/06/2019']"
6004,['Começa Projeto Piloto do Supermercado Social'],"['Desenvolvido pela Secretaria Municipal de Assistência Social teve início nessa quarta-feira (19) o Projeto Supermercado Social, beneficiando as primeiras 20 famílias, e entregue na sede da Secretaria no Bairro Menino Jesus. As primeiras empresas a auxiliarem foram o Supermercado Bromberguer e Banca do Eraldo (Feira). ', <br/>, <br/>, 'Conforme Karen Lannes, idealizadora do projeto, foram feitos kits pela equipe da secretaria reunindo verduras, frutas e legumes, evitando o desperdício de alimentos, e melhorando a qualidade no cardápio das famílias beneficiadas. “As pessoas se inscreveram na sede da secretaria e depois, de acordo com a realidade de cada um, os kits são entregues. Essa foi a primeira experiência, acredito que o resultado foi positivo, pois todos saíram bem satisfeitos”, comentou Lannes.', <br/>, <br/>, 'Na próxima etapa o projeto estará fazendo a entrega em determinado bairro cumprindo o mesmo objetivo, quando outras empresas deverão estar colaborando com o mesmo. ""Deixo aqui nosso muito obrigado às empresas que colaboraram, ações como essa nos ajudam a melhorar a vida da comunidade”, finalizou a vice-prefeita.', <br/>, <br/>, <br/>, <br/>]","['São Gabriel, 19/06/2019']"
6005,['Prefeito entrega a Ponte do Passo do Ivo'],"['Na manhã desta terça-feira, 18 de junho, o prefeito Rossano Gonçalves esteve na localidade do Passo do Ivo, juntamente com o secretário municipal de Desenvolvimento Rural, Carlos Cléber Dias Leal, e o secretário municipal de Obras e Urbanismo, Ricardo Júnior, para a entrega da obra da nova ponte da localidade, um investimento de R$100 mil. O prefeito dialogou com os moradores, ressaltando a importância da conquista ter vencido uma série de embaraços burocráticos e operacionais. ', <br/>, <br/>, 'A nova obra permitirá o escoamento da produção e do fluxo de deslocamento da população da região, dificultado com a queda da antiga ponte no ano passado.', <br/>]","['São Gabriel, 19/06/2019']"
6006,['Assistência Social recebe micro-ônibus para os programas sociais do CRAS'],"['Com destinação específica para os Grupos de Convivência dos Centros de Referência em Assistência Social (CRAS), a Prefeitura de São Gabriel recebeu um micro-ônibus modelo Neobus Volkswagen, proveniente dos recursos do Sistema Único de Assistência Social (SUAS). ', <br/>, <br/>, 'A entrega foi formalizada em cerimônia na tarde desta segunda-feira, 24 de junho, em Canoas, com a presença do Ministro da Cidadania, Osmar Terra.', <br/>, <br/>, 'A vice-prefeita e secretária de Assistência Social Karen Lannes representou o prefeito Rossano Gonçalves na cerimônia. O novo veículo possui equipamentos de acessibilidade e é dotado de equipamento que não permite que ele ultrapasse os 70 km/h. ', <br/>, <br/>, 'A vice-prefeita ressaltou que o veículo é uma nova e importante ferramenta para o trabalho dos grupos de convivência dos CRAS. ""Sem dúvida vai facilitar muito o deslocamento dos usuários e monitores para as atividades integrativas. Vai trazer mais qualidade e atendimento humanizado aos usuários dos nossos programas"", assinalou.', <br/>, <br/>, <br/>]","['São Gabriel, 24/06/2019']"
6008,['Obras do Trevo da Unipampa recomeçam'],"['Reiniciaram nesta segunda-feira, 24 de junho, as obras de construção do Trevo da Universidade Federal do Pampa, nas proximidades do Km 423 da BR 290. A empresa recebeu nova Ordem de Serviço do superintendente do Departamento Nacional de Infraestrutura em Transporte, Delmar Pellegrini Filho, conforme a garantia dada ao prefeito Rossano\xa0 Gonçalves, que esteve com o dirigente da autarquia nos dias 09 de abril e 14 de junho, nesta última ocasião com o reitor Marco Antônio Hansen e o diretor do Campus da Unipampa em São Gabriel, professor Chariston Dal Bello. ', <br/>, <br/>, 'O Chefe do Executivo ressalta a importância desta conquista para a comunidade. ""Em um tempo de contingenciamento de recursos em todos os níveis, o governo federal entendeu de retomar este importante investimento, também em respeito ao nosso Município e ao relevo institucional da liderança regional que temos como pólo universitário federal"", assinalou Rossano Gonçalves.', <br/>, <br/>, <br/>]","['São Gabriel, 24/06/2019']"
6009,['Secretário de Educação recebe Medalha do Pacificador'],"['Em cerimônia no Parque do Ibirapuera no último sábado, 22 de maio, data escolhida pela ONU como dia mundial do Servidor Público, o secretário de Educação de São Gabriel, Sildo Cabreira, foi agraciado com a Medalha do Pacificador, outorgada pela Missão Brasileira das Forças Internacionais de Paz da ONU, AUNIPI (Association United Nations Peacekeepers). ', <br/>, <br/>, 'A distinção é entregue a autoridades do serviço público cujo trabalho auxilie na promoção de uma cultura de paz. O trabalho de Sildo Cabreira à frente da Educação Pública de São Gabriel foi considerado de relevância fundamental para qualificar a educação, o acesso à cidadania e auxiliar jovens na superação da pobreza e da violência. \xa0', <br/>, <br/>, '""Divido esta honraria com o prefeito Rossano, que me incumbiu desta tarefa de elevar o patamar da educação pública de nosso Município, minha valorosa equipe e minha família. Estamos no caminho certo, há muito o que fazer, mas estamos avançando"", ressaltou.', <br/>]","['São Gabriel, 25/06/2019']"
6010,['Portal da Prefeitura de São Gabriel entre os mais transparentes do Estado'],"['O portal oficial da Prefeitura Municipal de São Gabriel na Internet é um dos portais de prefeituras gaúchas que melhor atende as exigências da Lei Federal n.º 12.527/2011 (Lei de Acesso à Informação) e da Lei Complementar n.º 131/2009 (Lei da Transparência). Quem afirma é um levantamento publicado pelo Tribunal de Contas do Estado do Rio Grande do Sul.', <br/>, <br/>, 'Segundo o TCE, no que diz respeito aos critérios de acessibilidade de informações, transparência dos gastos públicos, publicação de leis e normas legais e uma série de outros quesitos, o site da Prefeitura de São Gabriel atingiu um escore de 99% de adequação.\xa0 A pontuação supera os portais de uma série de municípios gaúchos de maior porte. ', <br/>, <br/>, 'O Chefe de Gabinete Rafael Gonçalves ressalta que\xa0 esta é uma demonstração do comprometimento da gestão municipal com a transparência dos atos da gestão pública. “Todo o governo se comprometeu com este objetivo, e os resultados estão aí.\xa0 Cumprir a lei não é uma opção. A comunidade tem acesso a todas as informações legais pelo site, além das informações sobre os atos do Poder Executivo”, assinalou.', <br/>]","['São Gabriel, 25/06/2019']"
6011,['IGP duplica o atendimento ao público '],"['Desde que teve sua gestão assumida pelo Município em 15 de maio, o balcão local do Instituto Geral de Perícias duplicou seu atendimento ao público, eliminando a demanda reprimida e prestando um serviço condizente com as necessidades da comunidade gabrielense. A informação é da Secretária Municipal de Desenvolvimento, Turismo e Cultura, Juliana Medeiros, e da coordenadora do atendimento municipal do IGP, Ana Cristina Barros.', <br/>, <br/>, 'Segundo os dados do sistema, desde a implantação do novo local até a data de hoje, o IGP realizou 537 atendimentos de confecção de documentos. “O prefeito Rossano determinou empenho e dedicação para atender a comunidade neste serviço, e estamos felizes em poder apresentar este resultado”, destacou Ana Cristina.', <br/>, <br/>, <br/>]","['São Gabriel, 25/06/2019']"
