ID,Título,Conteúdo,Data
5273,['São Gabriel Saneamento apresenta resultados da ETE Siqueira à Prefeitura             \r\n'],"['Entrega dos laudos contendo os resultados do tratamento de esgoto da ETE (estação de tratamento de esgoto) SIQUEIRA, foi a tônica da reunião na manhã desta terça-feira entre o prefeito Rossano e o Sr. Luiz Antônio Bertazzo, gerente da São Gabriel Saneamento. ', <br/>, '\xa0\xa0 ', <br/>, 'Mesmo tendo recebido esta estação inativa, a empresa em curto espaço de tempo a reativou e na reunião, veio prestar conta conta do seu funcionamento ao poder concedente, mostrando que as análises tem tratado o esgoto em conformidade com as normas, apesar de sua concepção técnica ser bastante ultrapassada.', <br/>, '\xa0 \xa0', <br/>, <br/>, 'Também foram abordados assuntos referentes a expansão do sistema de esgotamento sanitário, deixando claro o empenho da Prefeitura para a questão de regulação fundiária, que dará condições da empresa dar continuidade na obra, gerando mais empregos e aquecimento na ecônomia local.', <br/>]","['São Gabriel, 22/02/2017']"
5277,['Prefeito recebe vereador Maninho            \r\n'],"['Como tem sido nestes dois primeiros meses de governo, a sintonia entre o Prefeito e Vereadores vem conseguindo bons frutos para a comunidade Gabrielense, seja na fiscalização, aprovação de projetos ou emendas parlamentares que trarão recursos no futuro para o desenvolvimento de nossa cidade.', <br/>, <br/>, 'Com esta sintonia entre o Executivo e Legislativo, o Prefeito Rossano Gonçalves recebeu o Vereador Vagner “MANINHO” Aloy (PSDB).', <br/>, <br/>, '“Projetos futuros do Poder Executivo, sempre visando o bem coletivo, serão a nossa luta e o Vereador Maninho tem feito sua parte, legislando, fiscalizando ou buscando recursos para nossa cidade” Ressalta o Prefeito.', <br/>, <br/>, <br/>]","['São Gabriel, 24/02/2017']"
5278,['Aula Magna abre o Ano Letivo na Rede Municipal            \r\n'],"['“Conhecer o processo como se forma o conhecimento no cérebro, é uma ferramenta importante para o educador na sua tarefa de ensinar a aprender”. ', <br/>]","['São Gabriel, 02/03/2017']"
5279,['Parceria entre os municípios para exploração de produtos orgânicos            \r\n'],"['Na tarde desta quarta-feira (01/03), estiveram reunidos na Secretaria de Desenvolvimento Rural, o secretário Carlos Cleber Dias Leal, o Secretário de Planejamento e Projetos, Ricardo Júnior e o Secretário Municipal de Planejamento de Santa Margarida do Sul, Tiago Ardenghi.', <br/>, <br/>, 'Em pauta, a viabilização de uma parceria entre os municípios para exploração de produtos orgânicos gerados por assentados dos municípios.', <br/>, <br/>, '“O prefeito Rossano tem o entendimento da necessidade de possibilitarmos aos assentados do município um espaço próprio para comercialização de produtos orgânicos, desta forma oportunizando a comunidade o consumo desse tipo de alimento. Uma parceria entre os municípios de Santa Margarida do Sul e São Gabriel agrega força em um projeto que pode se fortalecer ainda mais no futuro em buscas de recursos.” Salientou o Secretário Ricardo Júnior.', <br/>, <br/>, '“Os assentamentos possuem uma estrutura que podem contribuir com essa demanda, tanto na logística como na produção. Hoje os produtos produzidos aqui na região são comercializados em diversas regiões do estado e até mesmo fora como São Paulo. Uma parceria entre os municípios possibilita atender uma demanda de 150 famílias de assentados de Santa Margarida do Sul e 750 de São Gabriel”. Ressalta o Secretário de Santa Margarida do Sul.', <br/>, <br/>, '""Esse será um primeiro passo para projetarmos algo maior. Existe a demanda pelos produtos orgânicos bem como o interesse do município em contribuir, tanto com os produtores dos assentamentos, como oferecer para a comunidade um espaço onde todo cidadão poderá comprar sua fruta ou legume sem agrotóxicos.” Destacou o Secretário Carlos Cleber.', <br/>, <br/>, <br/>]","['São Gabriel, 01/03/2017']"
5280,['Prefeitura abre diálogo com Sindicato dos Servidores            \r\n'],"['O início de um amplo processo de diálogo entre Poder Executivo e a classe do funcionalismo público municipal visando conquistas para os servidores, foi dado na manhã desta quinta-feira, 02 de março, em reunião de secretários municipais com a diretoria do Sindicato dos Servidores Públicos Municipais de São Gabriel.\xa0 A diretoria da entidade, presidida pelo psicólogo Cícero Pacheco Trindade, foi recebida pelos secretários Rafael Barros Gonçalves (Gabinete), Tita Jobim (Administração) e Ricardo Júnior (Planejamento). ', <br/>, <br/>, 'O Sindicato apresentou uma pauta de reivindicações relativas à data-base da categoria e reposição de vencimentos, além de propor a retomada de diálogo com o Poder Público, desta vez através da nova gestão, sobre a reforma do Plano de Carreira. “Esta foi a primeira de uma série de conversas que certamente serão necessárias, mas temos o compromisso de tratar as reivindicações do funcionalismo com absoluto respeito, até porque esta sempre foi uma característica do prefeito Rossano em todas as suas gestões”, ressaltou o Chefe de Gabinete, Rafael Gonçalves. ', <br/>, <br/>, 'Redação: Cláudio Moreira (MTb 010499) – Assessor Especial – Gabinete do Prefeito ', <br/>, <br/>, <br/>]","['São Gabriel, 03/03/2017']"
5281,['Cerimônia abre ano letivo no Carlota            \r\n'],"['Após a cerimônia que reuniu os professores municipais no Banana Café na última quinta-feira, 02 de março, foi a vez de a comunidade escolar das Escolas Municipais de Ensino Fundamental celebrarem o início do ano letivo, em ato realizado na Escola Carlota Vieira da Cunha, com a presença de pais, alunos, diretores de escolas, professoras e monitoras. O ato foi dirigido pelo prefeito Rossano Gonçalves e secretário de Educação Sildo Cabreira, e organizado pela equipe diretiva da escola, liderada pela diretora Ana Carolina Meneghello. O vereador Paulo Sérgio Barros (PDT) representou o presidente do Legislativo, vereador Claudiomiro Borges (PR). Estiveram também presentes os vereadores Adão Santana (PTB), André Focaccia (PSD), Valdomiro Lima (PSDB), Éder Barbosa (PT) e Evaristo de Oliveira (PPS).', <br/>, <br/>, 'Entre apresentações especiais do Atelier da Dança de Renata Caggiani e Débora Azambuja e interpretações musicais da cantora Isadora Carvalho Motta e violonista Rafael Alves, da Academia Sete Clavo, as autoridades que se manifestaram destacaram o momento de unidade vivido dentro das escolas municipais. A diretora Ana Carolina ressaltou as diversas empresas e pessoas físicas da comunidade que foram parceiras de reformas e melhorias na escola, dentro da visão de parcerias que a Administração Municipal trata como política básica na atenção aos serviços públicos. O secretário Sildo e o prefeito Rossano reforçaram o papel da Educação como prioridade essencial da gestão pública. “Queremos uma escola onde a família participe, onde o aluno respeite o professor, e onde o professor faça bem o seu trabalho, transmitindo de fato o conhecimento e fazendo por merecer para melhorarmos nossos índices de Educação Básica, que precisam muito evoluir”,assinalou o Chefe do Executivo.', <br/>, <br/>, 'Na mesma ocasião, foi inaugurado pelo prefeito Rossano o retrato oficial da benemérita Carlota Vieira da Cunha (1900-1944), voluntária social que no século passado teve um abrigo para crianças carentes onde hoje se situa a escola. O decerramento da foto oficial foi acompanhado pela sobrinha-neta da patrona da escola, Lúcia Helena Barros Silva. ', <br/>, <br/>, 'Redação: Cláudio Moreira (MTb 010499) – Assessor Especial – Gabinete do Prefeito ', <br/>, <br/>, <br/>]","['São Gabriel, 06/03/2017']"
5282,['Mais renda e mais empregos: Carne de São Gabriel embarca para os Estados Unidos            \r\n'],"['Aconteceu na última quinta-feira, 02 de março, pelo Porto de Rio Grande, o embarque de dois contêineres com 52 toneladas de carne “in natura” do Pampa gaúcho para o mercado dos Estados Unidos. Esta é a primeira operação de venda de carne “in natura” brasileira para o consumo norte-americano, e a conquista é de uma unidade industrial de São Gabriel. Com este embarque, o frigorífico Marfrig de São Gabriel tornou-se o primeiro do Brasil a embarcar sua produção para um dos mercados mais exigentes e rentáveis do planeta.', <br/>, <br/>, 'O setor rural comemorou a conquista. “Trata-se da melhor notícia para a pecuária de corte de São Gabriel nos últimos cinqüenta anos”, ressaltou o presidente do Sindicato Rural de São Gabriel, Tarso Teixeira. O líder rural também lembrou o papel da gestão do prefeito Rossano Gonçalves para viabilizar a retomada da indústria de carne na região em meados de 2002, quando, através de lei municipal, Rossano liberou, em valores de hoje, R$ 2,5 milhões para aquisição de máquinas para a revitalização da planta da extinta Cooperativa Rural Gabrielense, desativada em 1985, através da criação da COORIVA – Cooperativa de Carnes Rio Vacacaí, que mais tarde seria vendida para o Marfrig Group, um dos maiores conglomerados de alimentos do mundo. Atualmente, está em pleno vigor o convênio com o Ministério da Agricultura, através do qual técnicos da Inspetoria Veterinária do Município inspecionam o Mafrig e outros frigoríficos locais para a obtenção do Selo de Inspeção Federal (SIF), fundamental para a exportação.', <br/>, <br/>, 'Rossano destaca que esta conquista significa mais renda e mais empregos em um curto prazo para a região. “Com esta conquista, a empresa passará a fazer novos investimentos na planta frigorífica local, o que significa, por um lado, mais renda para o pecuarista, e por outro, mais empregos tanto na indústria quanto também no campo. O resultado é benéfico para todos”, comemora o Chefe do Executivo. ', <br/>, <br/>, 'Redação: Cláudio Moreira (MTb 010499) – Assessor Especial – Gabinete do Prefeito ', <br/>, <br/>, <br/>]","['São Gabriel, 06/03/2017']"
5283,['Secretaria da Saúde: Nota Oficial            \r\n'],"['A Prefeitura Municipal de São Gabriel, através da Secretaria Municipal de Saúde, tendo em vista a incomum combinação de fatores que ocasionaram longo tempo de espera para os pacientes que buscavam atendimento e retirada de medicamentos judiciais na Central de Saúde da Brandão Júnior, vem pela presente informar o que segue:', <br/>, <br/>, 'A lamentável deficiência de energia elétrica, que ocasionou interrupções de luz diversas vezes nesta segunda-feira, é mais uma demonstração do estado caótico que herdamos a gestão municipal. A rede elétrica que serve à Central do Brandão Júnior, há muito tempo está abaixo da capacidade necessária para o pleno funcionamento de todos os equipamentos eletrônicos e clínicos, e ao longo de muitos anos, não foram feitos os investimentos necessários para sua ampliação. Já determinamos os estudos técnicos para aumentar a capacidade da rede, de forma a impedir que estes incidentes se repitam.', <br/>, <br/>, 'O tempo prolongado de espera para atendimento, se deu em função de ser a primeira semana do mês, quando muitos pacientes retiram os medicamentos judiciais fornecidos regularmente, tendo havido uma procura muito acima da média normal. Estamos cientes que estas não são as melhores condições para o atendimento digno à nossa comunidade, e por isso, pedimos desculpas pelo transtorno. Em breve, será removida a ala de Fisioterapia para outro ambiente, disponibilizando um espaço mais adequado para a espera dos pacientes, com assentos em quantidade razoável, de forma a prover o atendimento digno e que a comunidade de São Gabriel espera e merece. ', <br/>, <br/>, <br/>, 'ROSSANO DOTTO GONÇALVES', <br/>, 'Prefeito Municipal', <br/>, <br/>, 'Dr. RICARDO COIROLO', <br/>, 'Secretário Municipal da Saúde', <br/>]","['São Gabriel, 07/03/2017']"
5284,['Segurança Pública: Prefeito recebe comandante da BM e delegado de Polícia            \r\n'],"['Tratado como uma prioridade do programa de governo da gestão Rossano Gonçalves/Karen Lannes, o tema da Segurança Pública pautou duas reuniões ocorridas na manhã desta quinta-feira, 9 de março. Em audiências separadas, o prefeito recebeu o comandante do 4.º Esquadrão da Brigada Militar de São Gabriel, capitão Assis Brasil, e o delegado de Polícia Civil, José Enildo Bastos.', <br/>, <br/>, 'A audiência com o comandante da Brigada, que contou com a presença da equipe do comando, dos secretários Antônio Pedro Bertazzo (Serviços Urbanos) e Valdemir Jobim (Administração) e do Chefe do Órgão Municipal Executivo de Trânsito (OMETRAN) Roberto Venturini, tendo como pauta principal a regulação local do trânsito, cuja fiscalização e controle cabem à Brigada Militar, através do convênio existente entre a Prefeitura e o Estado.\xa0 O prefeito ressaltou a preocupação com a desobediência à legislação municipal que estipula horários para estacionamento de veículos de carga acima de 7 toneladas. Segundo Roberto Venturini, São Gabriel possui atualmente mais de 30 mil veículos de todos os tipos, o que equivale a um veículo a cada 2,2 habitantes. O prefeito ressaltou que os estudos para o projeto de Estacionamento Rotativo já estão bastante adiantados.', <br/>, <br/>, 'Com o delegado Bastos, que se fez acompanhar do inspetor Idel Felipe Barros Maciel, o encontro tratou de parcerias e perspectivas de trabalho conjunto com a Municipalidade em prol do fortalecimento da Segurança Pública, reforçando o papel do GAP – Grupo de Apoio à Polícia – como instrumento de parceria com a sociedade civil. Aos dois titulares dos órgãos de segurança pública, o prefeito explanou sobre a audiência recente com o secretário estadual de Segurança Pública, César Schirmer, para tratar de parcerias do Município com o Estado na questão da segurança, especialmente a proposta de convênio para pagamento de horas-extras de policiamento ostensivo. “A posição do Município foi dada. Nos foi solicitado apenas aguardar o Estado montar um amplo processo com vários municípios, e então seremos chamados para fazer este convênio”, informou. O prefeito ressaltou seu compromisso em ser parceiro dos órgãos de segurança para a proteção constante da comunidade. ', <br/>, <br/>, 'Redação: Cláudio Moreira (MTb 010499) – Assessor Especial – Gabinete do Prefeito ', <br/>, <br/>, <br/>]","['São Gabriel, 09/03/2017']"
5285,['Show Gospel fará parte da programação dos 170 anos de São Gabriel            \r\n'],"['Formação de parcerias e redução de custos. É sob estas diretrizes que está sendo estruturada a programação dos 170 anos de aniversário de emancipação do Município. Para não deixar de marcar a data, a secretaria está firmando parcerias e estabelecendo contatos que irão garantir uma programação cultural para toda a comunidade, evitando transtornos ao trabalho de reequilíbrio das contas públicas. Neste sentido, o Executivo já consolidou parceria com a Associação Missionária Evangélica Luz das Nações, que trará ao município o show da cantora gospel Suéllen Lima, um dos nomes mais expressivos da música evangélica nacional, no segmento “Adoração Pentecostal”, onde é conhecida do público cristão-evangélico por músicas como “Céu de Luz”, “As Portas Vão se Abrir”, “Brilha Deus”, “Só Mais Uma Lágrima”, entre outras.', <br/>, <br/>, 'A cantora se apresenta nos dias 07, 08 e 09 de abril no Ginásio Desportivo Marcelino Champagnat, da Escola Municipal Ginásio São Gabriel. O evento será parte integrante da programação oficial do aniversário da Cidade, com apoio da Secretaria de Turismo, organização da Associação Missionária Luz das Nações e participação de todas as igrejas evangélicas da cidade que queiram participar. “Não é um evento fechado para a comunidade evangélica apenas, mas pra todos os gabrielenses. É um presente da comunidade cristã pelo aniversário de São Gabriel”, assinala o pastor Leonardo Medina, secretário executivo da Associação Luz das Nações. ', <br/>, <br/>, 'A secretária Juliana Medeiros destaca a importância da parceria. “Já temos formalizada a Festa Internacional do Mercosul, com o CTG Tarumã, e há muito tempo havia um anseio da comunidade evangélica, que se considerava excluída das iniciativas culturais. O prefeito Rossano foi o primeiro a mudar isso incluindo um segmento gospel no Festival Estudantil da Canção, anos atrás, e agora com esta grande parceria, certamente vamos contemplar essa importante parcela da população, afinal, a cidade é de todos e todos merecem celebrar nossos 170 anos”, destacou a secretária.', <br/>, <br/>, 'Redação: Cláudio Moreira (MTb 010499) – Assessor Especial – Gabinete do Prefeito ', <br/>, <br/>, <br/>]","['São Gabriel, 09/03/2017']"
